title	id	price	condition	availability	brand	color	days on lot	dealer name	description	drivetrain	engine	image link	mileage.value	model	msrp	product type	transmission	trim	vin	year
"2025 Nissan Sentra SV"	4d217cdf-81f2-4f29-98f6-864a62f253f0	24915	new	in_stock	Nissan	GRAY	61		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Sentra SV2.0L I4 DOHCCVT with Xtronic FWD30/40 City/Highway MPGCVT with Xtronic, Charcoal Cloth."""			http://vehicle-photos-published.vauto.com/46/55/f1/63-33a4-436c-ad73-d6c223a23212/image-1.jpg	0	Sentra	24915	vehicle			3N1AB8CV7SY344053	2025
"2025 Nissan Murano SL"	3cfb4088-bf63-440f-8f8e-69d9fc71a8d7	48715	new	in_stock	Nissan	RED	20		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Murano SLI49-Speed Automatic AWD21/27 City/Highway MPG9-Speed Automatic, AWD."""			http://vehicle-photos-published.vauto.com/7e/ae/65/8d-c08b-4d19-b51e-11177d4ec65c/image-1.jpg	0	Murano	48715	vehicle			5N1AZ3CS9SC140537	2025
"2025 Nissan Murano SL"	4edc227a-fc46-48b1-9bb8-bfe12edd3652	48140	new	in_stock	Nissan	BLUE	163		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Murano SLI49-Speed Automatic AWD21/27 City/Highway MPG9-Speed Automatic, AWD."""			http://vehicle-photos-published.vauto.com/61/3d/f0/69-6694-452c-8688-b46655f75105/image-1.jpg	0	Murano	48140	vehicle			5N1AZ3CS8SC111501	2025
"2025 Nissan Murano SL"	dc44caf1-5753-454a-83e0-58fa041dd3cc	48140	new	in_stock	Nissan	WHITE	135		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Murano SLI49-Speed Automatic AWD21/27 City/Highway MPG9-Speed Automatic, AWD."""			http://vehicle-photos-published.vauto.com/e7/3a/a2/75-1679-4c3f-82db-a067e5787e08/image-1.jpg	0	Murano	48140	vehicle			5N1AZ3CS9SC115847	2025
"2024 Nissan Titan SV"	5a237cda-f976-4496-a107-170ea329b1ef	43695	used	in_stock	Nissan	GRAY	6		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 Nissan Titan SV5.6L V8 DOHC 32V LEV3-ULEV70 400hp9-Speed Automatic 4WD15/21 City/Highway MPG4WD, 120V Outlet in Bed, 120V/12V Outlets In Back Of Center Console, 2 Illuminated USB-A Ports In Back Of Center Console, 4-Pin/7-Pin Wiring Harness Connector (Rear Bumper), Accessory Utility Package, Auto-Dimming Rear-View Mirror, Black Center Console Cupholder Rings, Black Center I/P, Switch & Vent Finishers, Black Driver & Front Passenger I/P Finishers, Black Front Bumper, Black Headliner & A-Pillar, Black Steering Wheel Finishers, Black Utility Mirror, Bumper Step, Dedicated Cell Phone Holder, Drop In Bed Liner, Dual Illuminated Vanity Mirror Front Sun Visors, Dual Zone Automatic HVAC, Electronic Locking Tailgate, Flat Floor Function w/Tie Down Hooks, Front & Rear Parking Sensors, Front Door TITAN Emblem Delete, Full LED Headlamp, Gloss Black Front Grille Surround, Heated Front Captain's Chairs, Heated Manually Extendable Tow Mirrors, Intelligent Key System, Leather-Wrapped Steering Wheel, LED Tailgate Area Illumination, LED Under Rail Bed Lighting, Mood Light, NissanConnect Services, Overhead Console w/Sunglass Holder, Power Sliding Rear Window w/Defogger, Puddle Lamps, Rain Sensing Wipers, Rear HVAC Vents, Rear Utility Bed Step, Rearview Mirror w/Universal Garage Door Opener, Receiver Hitch, Remote Engine Start System, Special Liftgate Emblem Treatment, Spray-On Bedliner, SV Convenience Package, SV Midnight Edition Package (DISC), SV Tow Package, SV Utility Package, Trailer Brake Controller, Trailer Hitch, Trailer Light Check Function On Key Fob, Utilitrack System w/2 Tie-Down Cleats, Wheels: 20"""" x 8.0JJ"""" Black, Wi-Fi Hotspot.Nissan Certified Details:  * Transferable Warranty  * Warranty Deductible: $100  * 7 Year/100,000 Mile Limited Warranty, 24/7 Hour Roadside Assistance, Carfax Vehicle History Report, Plus 1 Year Pre-Paid Maintenance Included. Gas Powered Nissan Models Only.  * Roadside Assistance  * Limited Warranty: 84 Month/100,000 Mile (whichever occurs first)  * Vehicle History  * 167 Point Inspection"""			http://vehicle-photos-published.vauto.com/b2/8d/04/be-ed3a-4fb0-9a16-98e50a41ff3d/image-1.jpg	14221	Titan	43695	vehicle			1N6AA1ED4RN103597	2024
"2024 Nissan Rogue SV"	55e2025e-5650-41e0-b685-82d228750a52	28988	used	in_stock	Nissan	BLACK	60		"""2024 Nissan Rogue SV1.5L DOHCCVT with Xtronic FWD30/37 City/Highway MPG**CARFAX 1 OWNER**, **CLEAN CARFAX**, **LEATHER**, **REAR BACKUP CAMERA**, **KEYLESS ENTRY**, **XM RADIO**, **SUPER CLEAN**, Heated Front Seats, Heated Leather-Wrapped Steering Wheel, Leatherette Door Trim Inserts w/Stitch, Panoramic Moonroof, Prima-Tex Leatherette Seat Trim w/Perforation, Rear Door Sunshades, Rear Personal Lights, Silver Painted Roof Rails, SV Premium Package.Nissan Certified Details:  * Limited Warranty: 84 Month/100,000 Mile (whichever occurs first)  * Vehicle History  * 7 Year/100,000 Mile Limited Warranty, 24/7 Hour Roadside Assistance, Carfax Vehicle History Report, Plus 1 Year Pre-Paid Maintenance Included. Gas Powered Nissan Models Only.  * Transferable Warranty  * 167 Point Inspection  * Roadside Assistance  * Warranty Deductible: $100"""			http://vehicle-photos-published.vauto.com/72/f7/7a/82-a562-42bf-9399-1b49f21b7bcd/image-1.jpg	15156	Rogue	28988	vehicle			5N1BT3BA5RC753845	2024
"2026 Nissan Rogue SV"	7961d972-3f7d-45db-b74f-1f05cd96468d	0	new	in_stock	Nissan	BLACK	4		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2026 Nissan Rogue SVFWD"""			http://vehicle-photos-published.vauto.com/ca/b7/11/9b-af27-41ba-a986-1b90ba0825b6/image-1.jpg	0	Rogue	0	vehicle			5N1BT3BA5TC674988	2026
"2016 Toyota 4Runner SR5"	81156054-2c85-4bca-8203-477692796d7c	22847	used	in_stock	Toyota	WHITE	8		"""2016 Toyota 4Runner SR54.0L V6 SMPI DOHC5-Speed Automatic with Overdrive RWD17/22 City/Highway MPG**NAVIGATION**, **LEATHER**, **HEATED SEATS**, **SUNROOF**, **LOCAL TRADE**, **KEYLESS ENTRY**, **SUPER CLEAN**, Sand Beige Cloth.Awards:  * 2016 KBB.com Best Resale Value Awards"""			http://vehicle-photos-published.vauto.com/9e/e5/d7/e7-a88b-4bcc-9142-d7583bc52758/image-1.jpg	139162	4Runner	22847	vehicle			JTEZU5JR9G5138179	2016
"2025 Nissan Kicks Play S"	694617e6-5b58-49e9-8f65-63dc561bce1d	23850	new	in_stock	Nissan	BLUE	26		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks Play S1.6L 4-Cylinder DOHC 16VCVT with Xtronic FWD"""			http://vehicle-photos-published.vauto.com/ca/b7/11/9b-af27-41ba-a986-1b90ba0825b6/image-1.jpg	0	Kicks Play	23850	vehicle			3N1CP5BV4SL488652	2025
"2024 Kia Sorento X-Line SX Prestige"	55028ab6-954d-4255-b407-7a0f0199bce8	41977	used	in_stock	Kia	GRAY	13		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 Kia Sorento X-Line SX Prestige2.5L I4 DGI Turbocharged DOHC 16V LEV3-SULEV30 281hp8-Speed DCT AWD20/27 City/Highway MPG**CLEAN CARFAX**, **NAVIGATION**, **LEATHER**, **HEATED SEATS**, **3RD ROW**, **SUNROOF**, **REAR BACKUP CAMERA**, **KEYLESS ENTRY**, **REMOTE START**, **XM RADIO**, **SUPER CLEAN**, AWD, ABS brakes, Active Cruise Control, Alloy wheels, Electronic Stability Control, Front dual zone A/C, Heated & Ventilated Front Bucket Seats, Heated door mirrors, Heated front seats, Heated rear seats, Illuminated entry, Low tire pressure warning, Navigation System, Power Liftgate, Power moonroof, Remote keyless entry, Traction control."""			http://vehicle-photos-published.vauto.com/9a/16/a8/5c-c0e7-44c4-8ad4-6027a052e4ac/image-1.jpg	13400	Sorento	41977	vehicle			5XYRKDJF5RG293168	2024
"2025 Nissan Rogue SV"	a54aa369-8ef5-459e-9bb8-798698a2428b	32890	new	in_stock	Nissan	GRAY	200		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Rogue SV1.5L DOHCCVT with Xtronic AWD28/35 City/Highway MPGAWD. Nissan Of Wichita Falls Price includes: $1250 - Nissan Select VIN Retail Bonus Cash. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/0e/81/09/1c-4e4c-4d5b-8252-f57a17030252/image-1.jpg	0	Rogue	32890	vehicle			JN8BT3BBXSW417811	2025
"2025 Nissan Rogue SV"	c3bbc4de-6d35-4702-9dfb-d99b3089f971	31895	new	in_stock	Nissan	BLACK	20		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Rogue SV1.5L DOHCCVT with Xtronic FWD30/37 City/Highway MPG"""			http://vehicle-photos-published.vauto.com/d2/bc/c5/5f-622d-43c7-bca8-b9e920f6f840/image-1.jpg	0	Rogue	31895	vehicle			5N1BT3BA9SC868308	2025
"2025 Nissan Altima 2.5 S"	49ace45e-eedd-42f5-b3dc-157770b03a5f	27823	new	in_stock	Nissan	GRAY	243		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Altima 2.5 S2.5L 4-Cylinder DOHC 16VCVT with Xtronic FWD27/39 City/Highway MPGCVT with Xtronic."""			http://vehicle-photos-published.vauto.com/f1/0a/ec/d4-61b1-4ca5-979e-894ed6f12cc3/image-1.jpg	0	Altima	27823	vehicle			1N4BL4BV9SN335706	2025
"2023 Nissan Sentra SV"	5aa743f6-0333-46ef-9b6e-fc883e7c15c1	24435	used	in_stock	Nissan	RED	9		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2023 Nissan Sentra SV2.0L DOHCCVT with Xtronic FWD29/39 City/Highway MPG**CARFAX 1 OWNER**, **NAVIGATION**, **LEATHER**, **SUNROOF**, **REMOTE START**, **SUPER CLEAN**, CVT with Xtronic, Sv Premium Leather.Certification Program Details: Nissan Certified Pre-Owned Details: * Vehicle History * Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Warranty Deductible: $100 * Includes Car Rental and Trip Interruption Reimbursement. 3 month SiriusXM trial subscription. * Transferable Warranty * 167 Point Inspection * Roadside Assistance"""			http://vehicle-photos-published.vauto.com/63/77/67/4c-c12a-4872-8cb0-ca88a2b62ab6/image-1.jpg	20149	Sentra	24435	vehicle			3N1AB8CV3PY302776	2023
"2025 Nissan Armada Platinum Reserve"	3b951889-6d60-49bc-9c23-413a085639c3	83760	new	in_stock	Nissan	BLACK	82		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Armada Platinum Reserve3.5L DOHC9-Speed Automatic 4WD4WD."""			http://vehicle-photos-published.vauto.com/07/be/5e/60-d534-4107-a797-bc62011b1666/image-1.jpg	2	Armada	83760	vehicle			JN8AY3CC9S9201063	2025
"2024 Honda Civic Sport"	6e6d3f2c-d32b-49ab-93d4-a5385386eb16	26846	used	in_stock	Honda	BLUE	33		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 Honda Civic Sport2.0L I4 DOHC 16VCVT FWD29/37 City/Highway MPG**CARFAX 1 OWNER**, **HOME OF THE FREE LIFETIME POWERTRAIN WARRANTY**, **CLEAN CARFAX**, **REAR BACKUP CAMERA**, **LOCAL TRADE**, **KEYLESS ENTRY**, **XM RADIO**, **SUPER CLEAN**, Black w/Cloth/Leatherette Seating Surfaces.6-month / 6,000 mile (whichever occurs first) limited warranty * * 84-point inspection Nissan and qualified non-Nissan models Nissan models: One (1) complimentary visit during the first year of ownership or first 15,000 miles, whichever comes first Non-Nissan models: Up to $50 reimbursement for one (1) complimentary visit during in the first year of ownership or first 15,000 miles, whichever comes first Certified Select vehicles are up to 10 years old with less than 100,000 miles."""			http://vehicle-photos-published.vauto.com/a9/d2/70/22-8ff9-4f80-a273-5e65824a873e/image-1.jpg	24078	Civic	26846	vehicle			19XFL2H83RE008668	2024
"2026 Nissan Rogue S"	6842bd19-1347-475f-a5c0-e8d9411b10be	0	new	in_stock	Nissan	WHITE	6		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2026 Nissan Rogue SFWD"""			http://vehicle-photos-published.vauto.com/ca/b7/11/9b-af27-41ba-a986-1b90ba0825b6/image-1.jpg	0	Rogue	0	vehicle			5N1BT3AA1TC672379	2026
"2025 Nissan Kicks Play S"	b8bdb364-72a6-4f35-97db-4fde427152f6	23850	new	in_stock	Nissan	BLUE	72		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks Play S1.6L 4-Cylinder DOHC 16VCVT with Xtronic FWD"""			http://vehicle-photos-published.vauto.com/c3/15/8a/ae-833e-4059-8fca-6db976105ce0/image-1.jpg	0	Kicks Play	23850	vehicle			3N1CP5BV2SL485667	2025
"2025 Nissan Kicks Play S"	19c96d0d-c8db-4824-9ab8-957b2c99e886	23165	new	in_stock	Nissan	GRAY	26		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks Play S1.6L 4-Cylinder DOHC 16VCVT with Xtronic FWD"""			http://vehicle-photos-published.vauto.com/2d/f0/97/71-02f4-43d2-9b8b-8c543fbe2c1c/image-1.jpg	0	Kicks Play	23165	vehicle			3N1CP5BV6SL493299	2025
"2024 GMC Sierra 1500 Denali Ultimate"	6fa7110c-32e4-4201-bdbc-e7eb4fa5b015	69988	used	in_stock	GMC	BLACK	10		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 GMC Sierra 1500 Denali UltimateEcoTec3 6.2L V810-Speed Automatic 4WD15/19 City/Highway MPG**CLEAN CARFAX**, **NAVIGATION**, **LEATHER**, **HEATED SEATS**, **SUNROOF**, **KEYLESS ENTRY**, **REMOTE START**, **XM RADIO**, **SUPER CLEAN**, COOLED SEATS, ADAPTIVE CRUISE CONTROL, 10-Speed Automatic, 4WD, Alpine Umber Leather.6-month / 6,000 mile (whichever occurs first) limited warranty * * 84-point inspection Nissan and qualified non-Nissan models Nissan models: One (1) complimentary visit during the first year of ownership or first 15,000 miles, whichever comes first Non-Nissan models: Up to $50 reimbursement for one (1) complimentary visit during in the first year of ownership or first 15,000 miles, whichever comes first Certified Select vehicles are up to 10 years old with less than 100,000 miles."""			http://vehicle-photos-published.vauto.com/d9/0c/7c/3c-2f1f-42d0-8801-61e84d79878f/image-1.jpg	29126	Sierra 1500	69988	vehicle			1GTUUHEL2RZ129101	2024
"2018 INFINITI QX60 Base"	f925ce4f-b157-448c-a88d-0a1821526922	0	used	in_stock	INFINITI	BLACK	2		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2018 INFINITI QX603.5L V6CVT FWD20/27 City/Highway MPGAwards:  * 2018 KBB.com 5-Year Cost to Own Awards"""			http://imageonthefly.autodatadirect.com/images/?width=1200&height=900&IMG=USC80INS152A01326.jpg	90425	QX60	0	vehicle			5N1DL0MN8JC531215	2018
"2024 Nissan Murano SV"	7af7abb5-66a2-400d-a8b8-2646cee4a7d8	32083	used	in_stock	Nissan	BLACK	6		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2024 Nissan Murano SV3.5L V6 DOHC 24VCVT with Xtronic FWD20/28 City/Highway MPG**CARFAX 1 OWNER**, CVT with Xtronic, Black Splash Guards, Illuminated Kickplates, Midnight Edition Badge, SV Midnight Edition Package, Wheels: 20"""" Gloss Black Aluminum Alloy.Certification Program Details: Nissan Certified Pre-Owned Details: * Vehicle History * Limited Warranty: 84 Month/100,000 Mile (whichever comes first) from original in-service date * Warranty Deductible: $100 * Includes Car Rental and Trip Interruption Reimbursement. 3 month SiriusXM trial subscription. * Transferable Warranty * 167 Point Inspection * Roadside Assistance"""			http://vehicle-photos-published.vauto.com/41/6b/54/3b-7d46-4568-b5a7-d166f7284c97/image-1.jpg	6546	Murano	32083	vehicle			5N1AZ2BJXRC121931	2024
"2025 Nissan Kicks SV"	41eb6c86-5b2c-4829-b872-1950164f3406	26180	new	in_stock	Nissan	WHITE	82		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks SV2.0L DOHCCVT with Xtronic AWD27/34 City/Highway MPG Nissan Of Wichita Falls Price includes: $1000 - Nissan CR MY25 New Kicks (AWD) Customer Cash - July. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/5d/9f/75/aa-ca84-446c-b273-5eafe37b3730/image-1.jpg	2	Kicks	26180	vehicle			3N8AP6CB5SL405863	2025
"2022 Chrysler 300 Touring"	c62d1731-d0dd-4a23-972d-4b16b61f08f0	27988	used	in_stock	Chrysler	WHITE	8		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2022 Chrysler 300 Touring3.6L V6 24V VVT8-Speed Automatic RWD19/30 City/Highway MPG**CARFAX 1 OWNER**, **CLEAN CARFAX**, **KEYLESS ENTRY**, **REMOTE START**.6-month / 6,000 mile (whichever occurs first) limited warranty * * 84-point inspection Nissan and qualified non-Nissan models Nissan models: One (1) complimentary visit during the first year of ownership or first 15,000 miles, whichever comes first Non-Nissan models: Up to $50 reimbursement for one (1) complimentary visit during in the first year of ownership or first 15,000 miles, whichever comes first Certified Select vehicles are up to 10 years old with less than 100,000 miles."""			http://vehicle-photos-published.vauto.com/3e/41/04/8f-7345-4c4a-b6cf-21a543d3d732/image-1.jpg	50225	300	27988	vehicle			2C3CCAAG8NH167851	2022
"2025 Nissan Kicks SV"	2b48dc43-6bbf-4d62-8906-aa2accd821b9	26180	new	in_stock	Nissan	GRAY	93		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks SV2.0L DOHCCVT with Xtronic AWD27/34 City/Highway MPG Nissan Of Wichita Falls Price includes: $1000 - Nissan CR MY25 New Kicks (AWD) Customer Cash - July. Exp. 08/04/2025"""			http://vehicle-photos-published.vauto.com/5d/cc/ec/93-4a36-43c9-b8fc-921bfaf7dee3/image-1.jpg	0	Kicks	26180	vehicle			3N8AP6CB1SL402927	2025
"2025 Nissan Versa 1.6 S"	bdd1a7b0-7bd2-4576-8bdf-b0b9ccd765e9	20785	new	in_stock	Nissan	WHITE	74		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Versa 1.6 S1.6L I4 DOHC 16VCVT FWD32/40 City/Highway MPG"""			http://vehicle-photos-published.vauto.com/cd/08/2c/e4-6949-4e74-b34f-1cbade373d8a/image-1.jpg	0	Versa	20785	vehicle			3N1CN8DV3SL855870	2025
"2025 Nissan Kicks SV"	5e220e0e-d723-4a13-8a8f-784139509791	27600	new	in_stock	Nissan	GRAY	19		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2025 Nissan Kicks SV2.0L DOHCCVT with Xtronic AWD27/34 City/Highway MPG Nissan Of Wichita Falls Price includes: $1000 - Nissan CR MY25 New Kicks (AWD) Customer Cash - July. Exp. 08/04/2025"""			http://imageonthefly.autodatadirect.com/images/?width=1200&height=900&IMG=CAD50NIS262C01300.jpg	0	Kicks	27600	vehicle			3N8AP6CB6SL433820	2025
"2013 Volkswagen Jetta 2.0L S"	dc6aad87-3d00-44e2-afb3-c9d20e0b0cab	0	used	in_stock	Volkswagen	RED	3		"""**FREE LIFETIME WARRANTY** Nissan of Wichita Falls was VOTED TEXOMA'S BEST PLACE TO BUY A NEW CAR, TRUCK AND SUV for 2023/2024. How? Simply for providing outstanding customer service experiences! Give us a shout here at Nissan of Wichita Falls. Your time will be valued, and we will provide you with honest transparent and upfront service every step of the way! 940-691-6888.2013 Volkswagen Jetta 2.0L S2.0L 4-Cylinder6-Speed Automatic FWD23/29 City/Highway MPGCloth."""			http://vehicle-photos-published.vauto.com/b5/18/43/06-3b49-4612-8dca-31c8704aceff/image-1.jpg	127342	Jetta	0	vehicle			3VW2K7AJ1DM402712	2013
